"id","txnId","text","entities","analysisId","createdAt"
21,"9678","offering charge betano kuda Lyft supplier","[{""text"": ""offering"", ""label"": ""religiousActivity"", ""score"": 0.92}, {""text"": ""charge"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""betano"", ""label"": ""bettingOrGambling"", ""score"": 0.87}, {""text"": ""kuda"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""Lyft"", ""label"": ""transportHailing"", ""score"": 0.84}]","","2025-07-09 18:00:45.036964"
22,"9679","paystack puid sportybet","[{""text"": ""paystack"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""puid"", ""label"": ""internetAndTelecom"", ""score"": 0.85}, {""text"": ""sportybet"", ""label"": ""bettingOrGambling"", ""score"": 0.88}]","","2025-07-09 18:00:45.036966"
23,"9690","youtube music vat Accion transfer opay beans","[{""text"": ""youtube music"", ""label"": ""subscriptions"", ""score"": 0.95}, {""text"": ""vat"", ""label"": ""leviesAndCharges"", ""score"": 0.9}, {""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""opay"", ""label"": ""bankingOrganization"", ""score"": 0.88}, {""text"": ""beans"", ""label"": ""shopping"", ""score"": 0.85}]","","2025-07-09 18:00:45.036967"
24,"9691","hbo max veggie victory jara beach resort credit assist invest","[{""text"": ""hbo max"", ""label"": ""cableTvOrStreaming"", ""score"": 0.94}, {""text"": ""veggie victory"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""jara beach resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.93}, {""text"": ""credit assist invest"", ""label"": ""savingsAndInvestments"", ""score"": 0.89}]","","2025-07-09 18:00:45.036968"
25,"9692","paramount lidya tastee fried chicken taxify stash created","[{""text"": ""paramount"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""lidya"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""tastee fried chicken"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.95}, {""text"": ""taxify"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""stash created"", ""label"": ""savingsAndInvestments"", ""score"": 0.86}]","","2025-07-09 18:00:45.036969"
26,"9693","palmcredit pepper soupfedex nigeriaautosave","[{""text"": ""palmcredit"", ""label"": ""loanRepayment"", ""score"": 0.92}, {""text"": ""pepper soup"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""fedex nigeria"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""autosave"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}]","","2025-07-09 18:00:45.036970"
27,"9694","disbursement premium pension limited for medicare and data vdt communications ltd using access bank and mdundo subscription","[{""text"": ""premium pension limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""medicare"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""vdt communications ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""access bank"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""mdundo"", ""label"": ""subscriptions"", ""score"": 0.87}]","","2025-07-09 18:00:45.036971"
28,"9695","retail purchase jumia with coupon levy InDriver nairabet","[{""text"": ""jumia"", ""label"": ""shopping"", ""score"": 0.95}, {""text"": ""coupon"", ""label"": ""shopping"", ""score"": 0.88}, {""text"": ""levy"", ""label"": ""leviesAndCharges"", ""score"": 0.9}, {""text"": ""InDriver"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""nairabet"", ""label"": ""bettingOrGambling"", ""score"": 0.86}]","","2025-07-09 18:00:45.036972"
29,"9696","Accion udux retirement using radical technology network ltd for insurance premium","[{""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""udux"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}, {""text"": ""retirement"", ""label"": ""pensions"", ""score"": 0.9}, {""text"": ""radical technology network ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.88}, {""text"": ""insurance premium"", ""label"": ""healthActivity"", ""score"": 0.87}]","","2025-07-09 18:00:45.036974"
30,"9697","comm Accion transfer opay oopl drinks","[{""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""transfer"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""opay"", ""label"": ""bankingOrganization"", ""score"": 0.88}, {""text"": ""oopl drinks"", ""label"": ""shopping"", ""score"": 0.86}]","","2025-07-09 18:00:45.036975"
31,"9698","Accion transfer moniepoint chicken youtube music","[{""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""transfer"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""moniepoint"", ""label"": ""bankingOrganization"", ""score"": 0.88}, {""text"": ""chicken"", ""label"": ""shopping"", ""score"": 0.87}, {""text"": ""youtube music"", ""label"": ""subscriptions"", ""score"": 0.9}]","","2025-07-09 18:00:45.036976"
32,"9699","fcmb pensions limited purchase mri via naija using Accion","[{""text"": ""fcmb pensions limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""purchase"", ""label"": ""shopping"", ""score"": 0.85}, {""text"": ""mri"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""naija"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.9}]","","2025-07-09 18:00:45.036977"
33,"9700","tvc play subscription quickcheck food oniru beach fratelli industries ltd metroflex gym hbo max payment palmcredit sharwama indriver nigeria saving with cowryw","[{""text"": ""tvc play"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""subscription"", ""label"": ""subscriptions"", ""score"": 0.88}, {""text"": ""quickcheck"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""oniru beach"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""cowryw"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}]","","2025-07-09 18:00:45.036978"
34,"9701","netflix auto renew through cash lion fitnigeria and edc nigeria money market via tranex","[{""text"": ""netflix"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""cash lion"", ""label"": ""loanRepayment"", ""score"": 0.9}, {""text"": ""fitnigeria"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""edc nigeria money market"", ""label"": ""savingsAndInvestments"", ""score"": 0.92}, {""text"": ""tranex"", ""label"": ""transportHailing"", ""score"": 0.85}]","","2025-07-09 18:00:45.036979"
35,"9702","guaranty trust pension managers limited covered pills and purchase music subscription through union bank and bank","[{""text"": ""guaranty trust pension managers limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""pills"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""music subscription"", ""label"": ""subscriptions"", ""score"": 0.9}, {""text"": ""union bank"", ""label"": ""bankingOrganization"", ""score"": 0.91}, {""text"": ""bank"", ""label"": ""bankingOrganization"", ""score"": 0.85}]","","2025-07-09 18:00:45.036981"
36,"9703","crackle carbon alpha fitness studios transcorp hilton logistics mkt fund","[{""text"": ""crackle"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""carbon"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""alpha fitness studios"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""transcorp hilton logistics"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""mkt fund"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 18:00:45.036982"
37,"9704","rosetta stone cathedral cosmetics charge betking jaiz bank plc","[{""text"": ""rosetta stone"", ""label"": ""education"", ""score"": 0.93}, {""text"": ""cathedral"", ""label"": ""religiousActivity"", ""score"": 0.89}, {""text"": ""cosmetics charge"", ""label"": ""leviesAndCharges"", ""score"": 0.85}, {""text"": ""betking"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""jaiz bank plc"", ""label"": ""bankingOrganization"", ""score"": 0.91}]","","2025-07-09 18:00:45.036983"
38,"9705","first bank youtube music for stanbic ibtc pension managers via broadbased communication ltd for hmo","[{""text"": ""first bank"", ""label"": ""bankingOrganization"", ""score"": 0.95}, {""text"": ""youtube music"", ""label"": ""subscriptions"", ""score"": 0.92}, {""text"": ""stanbic ibtc pension managers"", ""label"": ""pensions"", ""score"": 0.94}, {""text"": ""broadbased communication ltd"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""hmo"", ""label"": ""healthActivity"", ""score"": 0.85}]","","2025-07-09 18:00:45.036984"
39,"9706","netflix payment sokolendin fairmoney plamcrcredi for flawless skin medspa via uber nigeria savings successful","[{""text"": ""netflix"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""sokolendin"", ""label"": ""loanRepayment"", ""score"": 0.88}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""flawless skin medspa"", ""label"": ""healthActivity"", ""score"": 0.9}, {""text"": ""uber nigeria"", ""label"": ""transportHailing"", ""score"": 0.89}]","","2025-07-09 18:00:45.036985"
40,"9707","vudu fint amala joint taxify afrinvest","[{""text"": ""vudu"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""fint"", ""label"": ""loanRepayment"", ""score"": 0.85}, {""text"": ""amala joint"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""taxify"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""afrinvest"", ""label"": ""savingsAndInvestments"", ""score"": 0.87}]","","2025-07-09 18:00:45.036986"
41,"9708","peacock sokolendin fairmoney plamcrcredi white deck beach resort uber apt securities","[{""text"": ""peacock"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""sokolendin"", ""label"": ""loanRepayment"", ""score"": 0.88}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""white deck beach resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""uber"", ""label"": ""transportHailing"", ""score"": 0.89}]","","2025-07-09 18:00:45.036987"
42,"9709","paramount aella chicken republic gokada united capital asset","[{""text"": ""paramount"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""aella"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""chicken republic"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""gokada"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""united capital asset"", ""label"": ""savingsAndInvestments"", ""score"": 0.91}]","","2025-07-09 18:00:45.036988"
43,"9752","sling lidya thai thai restaurant cliqcab journey and vetiva savings plan","[{""text"": ""sling"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""lidya"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""thai thai restaurant"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.95}, {""text"": ""cliqcab"", ""label"": ""transportHailing"", ""score"": 0.91}, {""text"": ""vetiva savings plan"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 18:01:25.985421"
44,"9753","hbo max zedvance lekki miami beach resort abc transport ziing","[{""text"": ""hbo max"", ""label"": ""cableTvOrStreaming"", ""score"": 0.94}, {""text"": ""zedvance"", ""label"": ""loanRepayment"", ""score"": 0.89}, {""text"": ""lekki miami beach resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.96}, {""text"": ""abc transport"", ""label"": ""transportHailing"", ""score"": 0.9}, {""text"": ""ziing"", ""label"": ""transportHailing"", ""score"": 0.85}]","","2025-07-09 18:01:25.985426"
45,"9732","and ard chartered amazon music for crusader sterling pensions paid with glo network for dotmac technologies ltd","[{""text"": ""amazon music"", ""label"": ""subscriptions"", ""score"": 0.95}, {""text"": ""crusader sterling pensions"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""glo network"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""dotmac technologies ltd"", ""label"": ""bankingOrganization"", ""score"": 0.88}]","","2025-07-09 18:01:25.985427"
46,"9733","pulse aellaaoniru private beachamutual benefitacoronation money market","[{""text"": ""private beach"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""mutual benefit"", ""label"": ""pensions"", ""score"": 0.94}, {""text"": ""coronation money market"", ""label"": ""savingsAndInvestments"", ""score"": 0.93}]","","2025-07-09 18:01:25.985428"
47,"9734","fubotv carbone bar sendycore securities","[{""text"": ""fubotv"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""carbone"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""sendy"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""core securities"", ""label"": ""savingsAndInvestments"", ""score"": 0.89}]","","2025-07-09 18:01:25.985429"
48,"9735","netflix pay later kilimanjaro taxi investa","[{""text"": ""netflix"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""pay later"", ""label"": ""loanRepayment"", ""score"": 0.9}, {""text"": ""kilimanjaro"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""taxi"", ""label"": ""transportHailing"", ""score"": 0.88}]","","2025-07-09 18:01:25.985431"
49,"9736","comm Accion transfer uba cloth","[{""text"": ""Accion"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""uba"", ""label"": ""bankingOrganization"", ""score"": 0.92}]","","2025-07-09 18:01:25.985432"
50,"9737","sterling bank internet subscription with smile communications for deezer purchase supplements chemist and pension with fidelity pension managers","[{""text"": ""sterling bank"", ""label"": ""bankingOrganization"", ""score"": 0.95}, {""text"": ""internet subscription"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""smile communications"", ""label"": ""internetAndTelecom"", ""score"": 0.92}, {""text"": ""deezer"", ""label"": ""subscriptions"", ""score"": 0.93}, {""text"": ""fidelity pension managers"", ""label"": ""pensions"", ""score"": 0.94}]","","2025-07-09 18:01:25.985433"
51,"9738","mob uto barakat asake ade","[{""text"": ""barakat"", ""label"": ""person"", ""score"": 0.85}, {""text"": ""asake"", ""label"": ""person"", ""score"": 0.87}, {""text"": ""ade"", ""label"": ""person"", ""score"": 0.88}]","","2025-07-09 18:01:25.985434"
52,"9739","shudder subscription via fairmoney dinner soho sports club kobo ride jackfit gym and kfc nigeria","[{""text"": ""shudder"", ""label"": ""subscriptions"", ""score"": 0.92}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.9}, {""text"": ""soho sports club"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""kobo"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""jackfit gym"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.88}, {""text"": ""kfc nigeria"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}]","","2025-07-09 18:01:25.985435"
53,"9740","premium pension limited medicare charges paid with first bank for amazon music","[{""text"": ""premium pension limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""medicare charges"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""first bank"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""amazon music"", ""label"": ""subscriptions"", ""score"": 0.95}]","","2025-07-09 18:01:25.985436"
54,"9741","crackle gocash gym stallion bolt nigeria rise vest","[{""text"": ""crackle"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""gocash"", ""label"": ""loanRepayment"", ""score"": 0.89}, {""text"": ""gym stallion"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""bolt nigeria"", ""label"": ""transportHailing"", ""score"": 0.92}, {""text"": ""rise vest"", ""label"": ""savingsAndInvestments"", ""score"": 0.93}]","","2025-07-09 18:01:25.985437"
55,"9722","hbo max quickcheck kfc nigeria titan airlogistics spend save","[{""text"": ""hbo max"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""quickcheck"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""kfc nigeria"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""titan"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""spend save"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 18:01:25.985438"
56,"9723","brilliant plat for fee levy InDriver betfair","[{""text"": ""brilliant"", ""label"": ""education"", ""score"": 0.88}, {""text"": ""fee levy"", ""label"": ""leviesAndCharges"", ""score"": 0.9}, {""text"": ""InDriver"", ""label"": ""transportHailing"", ""score"": 0.92}, {""text"": ""betfair"", ""label"": ""bettingOrGambling"", ""score"": 0.89}]","","2025-07-09 18:01:25.985439"
57,"9724","oluwayemisi olaide afolabi iya aminat","[{""text"": ""oluwayemisi olaide afolabi"", ""label"": ""person"", ""score"": 0.95}]","","2025-07-09 18:01:25.985440"
58,"9725","kwese play fint amazon prime video xcross cash ajoje tranex zara capital","[{""text"": ""kwese play"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""fint"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""amazon prime video"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""zara capital"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 18:01:25.985442"
59,"9726","crackle fint ondem and africa xcross cash universal fitness club sendy leo targeted saving","[{""text"": ""crackle"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""fint"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""universal fitness club"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""sendy"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""leo targeted saving"", ""label"": ""savingsAndInvestments"", ""score"": 0.93}]","","2025-07-09 18:01:25.985443"
60,"9727","edx payment nairabet fashion purchase","[{""text"": ""edx"", ""label"": ""education"", ""score"": 0.92}, {""text"": ""payment"", ""label"": ""shopping"", ""score"": 0.87}, {""text"": ""nairabet"", ""label"": ""bettingOrGambling"", ""score"": 0.89}, {""text"": ""fashion purchase"", ""label"": ""shopping"", ""score"": 0.9}]","","2025-07-09 18:01:25.985444"
61,"9728","rakuten sokolendin fairmoney plamcrcredi the place restaurant uber goal created","[{""text"": ""rakuten"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""sokolendin"", ""label"": ""loanRepayment"", ""score"": 0.88}, {""text"": ""the place restaurant"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.94}, {""text"": ""uber"", ""label"": ""transportHailing"", ""score"": 0.9}]","","2025-07-09 18:01:25.985445"
