"id","txnId","text","entities","analysisId","createdAt"
11,"3","norrenberger pensions limited insurance general hospital soundcloud fiberone broadb and ltd bank","[{""text"": ""norrenberger pensions limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""general hospital"", ""label"": ""healthActivity"", ""score"": 0.89}, {""text"": ""soundcloud"", ""label"": ""subscriptions"", ""score"": 0.9}, {""text"": ""fiberone broadb and ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.88}]","","2025-07-09 12:05:12.163058"
12,"4","comm alat transfer moniepoint concord conc","[{""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""moniepoint"", ""label"": ""bankingOrganization"", ""score"": 0.87}]","","2025-07-09 12:05:12.163059"
13,"5","afrinolly paid via migo meal eko sky restaurant and lounge titan airlogistics ride bodyline fitness and gym and target saving migo debit eko sky restaurant titan airlogistics target saving","[{""text"": ""afrinolly"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""meal"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.85}, {""text"": ""eko sky restaurant and lounge"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.95}, {""text"": ""titan airlogistics"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""target saving"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 12:05:12.163060"
14,"6","pos pymt ztk dcir pos lang","[{""text"": ""pos pymt"", ""label"": ""shopping"", ""score"": 0.87}]","","2025-07-09 12:05:12.163060"
15,"14","simplilearn tax for tithing betano","[{""text"": ""simplilearn"", ""label"": ""education"", ""score"": 0.95}, {""text"": ""tithing"", ""label"": ""religiousActivity"", ""score"": 0.9}, {""text"": ""betano"", ""label"": ""bettingOrGambling"", ""score"": 0.88}]","","2025-07-09 12:05:12.163061"
16,"15","union bank music for nova pensions via airtel nigeria for covid","[{""text"": ""union bank"", ""label"": ""bankingOrganization"", ""score"": 0.96}, {""text"": ""music"", ""label"": ""subscriptions"", ""score"": 0.92}, {""text"": ""nova pensions"", ""label"": ""pensions"", ""score"": 0.94}, {""text"": ""airtel nigeria"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""covid"", ""label"": ""healthActivity"", ""score"": 0.85}]","","2025-07-09 12:05:12.163062"
17,"16","tubi specta kilimanjaro autochek trustbanc asset","[{""text"": ""tubi"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""specta"", ""label"": ""loanRepayment"", ""score"": 0.89}, {""text"": ""kilimanjaro"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""autochek"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""trustbanc asset"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 12:05:12.163063"
18,"17","vesta pension limited for children hospital tre atm ent paid with first bank radical technology network ltd internet and naijavibes","[{""text"": ""vesta pension limited"", ""label"": ""pensions"", ""score"": 0.95}, {""text"": ""children hospital"", ""label"": ""healthActivity"", ""score"": 0.92}, {""text"": ""first bank"", ""label"": ""bankingOrganization"", ""score"": 0.94}, {""text"": ""radical technology network ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.88}, {""text"": ""naijavibes"", ""label"": ""subscriptions"", ""score"": 0.86}]","","2025-07-09 12:05:12.163064"
19,"18","paramount sokolendin fairmoney plamcrcredi mega chicken oga taxi bamboo sys","[{""text"": ""paramount"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""sokolendin"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.89}, {""text"": ""mega chicken"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""oga taxi"", ""label"": ""transportHailing"", ""score"": 0.88}]","","2025-07-09 12:05:12.163065"
20,"19","babbel order visa xbet nova merchant bank","[{""text"": ""babbel"", ""label"": ""education"", ""score"": 0.92}, {""text"": ""order"", ""label"": ""shopping"", ""score"": 0.85}, {""text"": ""visa"", ""label"": ""leviesAndCharges"", ""score"": 0.9}, {""text"": ""xbet"", ""label"": ""bettingOrGambling"", ""score"": 0.88}, {""text"": ""nova merchant bank"", ""label"": ""bankingOrganization"", ""score"": 0.91}]","","2025-07-09 12:05:12.163066"
21,"20","khan acade anglican church store visa melbet fidelity bank plc","[{""text"": ""khan acade"", ""label"": ""education"", ""score"": 0.93}, {""text"": ""anglican church"", ""label"": ""religiousActivity"", ""score"": 0.9}, {""text"": ""store"", ""label"": ""shopping"", ""score"": 0.85}, {""text"": ""visa"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""melbet"", ""label"": ""bettingOrGambling"", ""score"": 0.87}, {""text"": ""fidelity bank plc"", ""label"": ""bankingOrganization"", ""score"": 0.92}]","","2025-07-09 12:05:12.163067"
22,"7","mit opencourseware shoprite levy bcgamesports fcmb","[{""text"": ""mit opencourseware"", ""label"": ""education"", ""score"": 0.95}, {""text"": ""shoprite"", ""label"": ""shopping"", ""score"": 0.92}, {""text"": ""levy"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""bcgamesports"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""fcmb"", ""label"": ""bankingOrganization"", ""score"": 0.93}]","","2025-07-09 12:05:12.163068"
23,"8","stanbic ibtc pension managers limited bulimia nervosa tre atm ent specialist hospital paid alat for radical technology network ltd amazon music","[{""text"": ""stanbic ibtc pension managers limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""specialist hospital"", ""label"": ""healthActivity"", ""score"": 0.9}, {""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""radical technology network ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.87}, {""text"": ""amazon music"", ""label"": ""subscriptions"", ""score"": 0.94}]","","2025-07-09 12:05:12.163069"
24,"9","tubi alat danfo bistro indrive goal created","[{""text"": ""tubi"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""danfo bistro"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.89}, {""text"": ""indrive"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""goal created"", ""label"": ""savingsAndInvestments"", ""score"": 0.8}]","","2025-07-09 12:05:12.163070"
25,"10","crackle kiakia rsvp lagos abc transport fixed dep","[{""text"": ""crackle"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""kiakia"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""rsvp lagos"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""abc transport"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""fixed dep"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}]","","2025-07-09 12:05:12.163070"
26,"11","union bank over the counter meds purchase pharmacy for retiree streaming iheartradio with mobile internet and pension stanbic ibtc pension managers limited","[{""text"": ""union bank"", ""label"": ""bankingOrganization"", ""score"": 0.94}, {""text"": ""over the counter meds"", ""label"": ""healthActivity"", ""score"": 0.9}, {""text"": ""pharmacy"", ""label"": ""shopping"", ""score"": 0.88}, {""text"": ""streaming iheartradio"", ""label"": ""cableTvOrStreaming"", ""score"": 0.91}, {""text"": ""stanbic ibtc pension managers limited"", ""label"": ""pensions"", ""score"": 0.96}]","","2025-07-09 12:05:12.163071"
27,"12","hulu lidya ibeno beach baxwell express aiico","[{""text"": ""hulu"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""lidya"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""ibeno beach"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""baxwell express"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""aiico"", ""label"": ""bankingOrganization"", ""score"": 0.86}]","","2025-07-09 12:05:12.163072"
28,"13","retirement for over the counter drugs through access bank internet for cool link and naijavibes","[{""text"": ""retirement"", ""label"": ""pensions"", ""score"": 0.95}, {""text"": ""over the counter drugs"", ""label"": ""healthActivity"", ""score"": 0.89}, {""text"": ""access bank"", ""label"": ""bankingOrganization"", ""score"": 0.94}, {""text"": ""internet"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""cool link"", ""label"": ""internetAndTelecom"", ""score"": 0.88}]","","2025-07-09 12:05:12.163073"
29,"21","kwese play sokolendin fairmoney plamcrcredi ifitness oga taxi mutual benefit","[{""text"": ""kwese play"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""sokolendin"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""ifitness"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.85}, {""text"": ""oga taxi"", ""label"": ""transportHailing"", ""score"": 0.9}]","","2025-07-09 12:05:12.163074"
30,"22","comm alat transfer opay oga","[{""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.95}, {""text"": ""oga"", ""label"": ""transportHailing"", ""score"": 0.9}]","","2025-07-09 12:05:12.163074"
31,"23","tubi aella credit omu resort lapo express trustbanc asset","[{""text"": ""tubi"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""aella credit"", ""label"": ""loanRepayment"", ""score"": 0.88}, {""text"": ""omu resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""lapo express"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""trustbanc asset"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 12:05:12.163075"
32,"24","leadway pensure pfa limited for premium payment maternity deezer globacom and ard chartered","[{""text"": ""leadway pensure pfa limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""premium payment"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""deezer"", ""label"": ""subscriptions"", ""score"": 0.9}, {""text"": ""globacom"", ""label"": ""internetAndTelecom"", ""score"": 0.89}]","","2025-07-09 12:05:12.163076"
33,"25","alison course fee with charge for melbet","[{""text"": ""alison"", ""label"": ""education"", ""score"": 0.95}, {""text"": ""melbet"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""charge"", ""label"": ""leviesAndCharges"", ""score"": 0.85}]","","2025-07-09 12:05:12.163077"
34,"26","investment one pension managers and led lab test health center through union bank for mobile data and youtube music","[{""text"": ""investment one pension managers"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""lab test"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""health center"", ""label"": ""healthActivity"", ""score"": 0.87}, {""text"": ""union bank"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""youtube music"", ""label"": ""subscriptions"", ""score"": 0.92}]","","2025-07-09 12:05:12.163078"
35,"27","ondem and africa fairmoney kitchen easy truck arm money market","[{""text"": ""ondem"", ""label"": ""cableTvOrStreaming"", ""score"": 0.9}, {""text"": ""fairmoney"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""easy truck"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""arm money market"", ""label"": ""savingsAndInvestments"", ""score"": 0.92}]","","2025-07-09 12:05:12.163078"
36,"35","openlearn charge xbet for mall shopping","[{""text"": ""openlearn"", ""label"": ""education"", ""score"": 0.92}, {""text"": ""xbet"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""mall shopping"", ""label"": ""shopping"", ""score"": 0.85}]","","2025-07-09 12:05:12.163079"
37,"36","duolingo levy easywin lotto new order","[{""text"": ""duolingo"", ""label"": ""education"", ""score"": 0.95}, {""text"": ""levy"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""easywin lotto"", ""label"": ""bettingOrGambling"", ""score"": 0.9}]","","2025-07-09 12:05:12.163080"
38,"37","fubotv carbon giara restaurant drop innovations farm","[{""text"": ""fubotv"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""carbon"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""giara restaurant"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""drop innovations"", ""label"": ""transportHailing"", ""score"": 0.85}]","","2025-07-09 12:05:12.163081"
39,"38","trustfund pension plc withdraw for urgent medical attention health center deposited into wema bank with play data subscription and broadbased communication ltd internet","[{""text"": ""trustfund pension plc"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""health center"", ""label"": ""healthActivity"", ""score"": 0.9}, {""text"": ""wema bank"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""play data subscription"", ""label"": ""subscriptions"", ""score"": 0.89}, {""text"": ""broadbased communication ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.88}]","","2025-07-09 12:05:12.163082"
40,"39","fubotv kwaba nkwobi spot pickmeup wealthng","[{""text"": ""fubotv"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""kwaba"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""nkwobi spot"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""pickmeup"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""wealthng"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 12:05:12.163083"
41,"40","youtube alat omu resort jumia logistics weeklysav","[{""text"": ""youtube"", ""label"": ""cableTvOrStreaming"", ""score"": 0.94}, {""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.89}, {""text"": ""omu resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""jumia logistics"", ""label"": ""transportHailing"", ""score"": 0.87}, {""text"": ""weeklysav"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 12:05:12.163083"
42,"41","levy nairabet fashion purchase","[{""text"": ""levy"", ""label"": ""leviesAndCharges"", ""score"": 0.88}, {""text"": ""nairabet"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""fashion purchase"", ""label"": ""shopping"", ""score"": 0.85}]","","2025-07-09 12:05:12.163084"
43,"49","kwese play owoafara smash entertainment park kobo flexible savings","[{""text"": ""kwese play"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""owoafara"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""smash entertainment park"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""kobo"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""flexible savings"", ""label"": ""savingsAndInvestments"", ""score"": 0.95}]","","2025-07-09 12:05:31.503086"
44,"50","youtube owoafara pinnacle international fitness autochek spend save","[{""text"": ""youtube"", ""label"": ""subscriptions"", ""score"": 0.95}, {""text"": ""owoafara"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""pinnacle international fitness"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""autochek"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""spend save"", ""label"": ""savingsAndInvestments"", ""score"": 0.92}]","","2025-07-09 12:05:31.503090"
45,"51","pos trf onyinyechi grace","[{""text"": ""onyinyechi grace"", ""label"": ""person"", ""score"": 0.96}]","","2025-07-09 12:05:31.503091"
46,"52","futurelearn hajj visa easywin lotto supermarket coupon","[{""text"": ""futurelearn"", ""label"": ""education"", ""score"": 0.94}, {""text"": ""hajj"", ""label"": ""religiousActivity"", ""score"": 0.9}, {""text"": ""visa"", ""label"": ""leviesAndCharges"", ""score"": 0.85}, {""text"": ""easywin lotto"", ""label"": ""bettingOrGambling"", ""score"": 0.88}, {""text"": ""supermarket coupon"", ""label"": ""shopping"", ""score"": 0.91}]","","2025-07-09 12:05:31.503092"
47,"53","duolingo pickup visa betway nigeria jaiz bank","[{""text"": ""duolingo"", ""label"": ""education"", ""score"": 0.93}, {""text"": ""pickup"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""visa"", ""label"": ""leviesAndCharges"", ""score"": 0.85}, {""text"": ""betway nigeria"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""jaiz bank"", ""label"": ""bankingOrganization"", ""score"": 0.92}]","","2025-07-09 12:05:31.503093"
48,"54","trf david nyanabotorukiri","[{""text"": ""david nyanabotorukiri"", ""label"": ""person"", ""score"": 0.96}]","","2025-07-09 12:05:31.503094"
49,"55","dot financial inclusion mfds","[{""text"": ""dot financial inclusion"", ""label"": ""bankingOrganization"", ""score"": 0.9}]","","2025-07-09 12:05:31.503095"
50,"70","comm alat transfer opay your lunch","[{""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""opay"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""lunch"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.8}]","","2025-07-09 12:05:31.503096"
51,"71","showmax nigeria aella credit jabi lake mall gokada axa mmf","[{""text"": ""showmax nigeria"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""aella credit"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""jabi lake mall"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""gokada"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""axa mmf"", ""label"": ""savingsAndInvestments"", ""score"": 0.9}]","","2025-07-09 12:05:31.503097"
52,"72","youtube owoafara nkwobi spot shuttlers agrilet","[{""text"": ""youtube"", ""label"": ""cableTvOrStreaming"", ""score"": 0.94}, {""text"": ""owoafara"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""nkwobi spot"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""shuttlers"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""agrilet"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}]","","2025-07-09 12:05:31.503098"
53,"73","tubi aella credit sweet sensation transport leo recurrent saving","[{""text"": ""tubi"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""aella credit"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""sweet sensation"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""transport"", ""label"": ""transportHailing"", ""score"": 0.8}, {""text"": ""leo recurrent saving"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 12:05:31.503099"
54,"74","comm alat transfer palmpay airtime","[{""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""palmpay"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""airtime"", ""label"": ""internetAndTelecom"", ""score"": 0.82}]","","2025-07-09 12:05:31.503100"
55,"75","hulu interest bangkok thai restaurant transport kinley securities","[{""text"": ""hulu"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""interest"", ""label"": ""leviesAndCharges"", ""score"": 0.8}, {""text"": ""bangkok thai restaurant"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""transport"", ""label"": ""transportHailing"", ""score"": 0.8}, {""text"": ""kinley securities"", ""label"": ""savingsAndInvestments"", ""score"": 0.86}]","","2025-07-09 12:05:31.503101"
56,"76","tubi lidya bodyline fitness gym fratelli industries ltd weekly sav","[{""text"": ""tubi"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""lidya"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""bodyline fitness gym"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""fratelli industries ltd"", ""label"": ""bankingOrganization"", ""score"": 0.85}, {""text"": ""weekly sav"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 12:05:31.503102"
57,"42","kwese play quickcheck omu resort dhl nigeria parthian partner","[{""text"": ""kwese play"", ""label"": ""cableTvOrStreaming"", ""score"": 0.92}, {""text"": ""quickcheck"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""omu resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.91}, {""text"": ""dhl nigeria"", ""label"": ""transportHailing"", ""score"": 0.85}, {""text"": ""parthian partner"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 12:05:31.503103"
58,"43","showmax nigeria fint eagle square gokada logistics stockbrokers","[{""text"": ""showmax nigeria"", ""label"": ""cableTvOrStreaming"", ""score"": 0.95}, {""text"": ""fint"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""eagle square"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""gokada logistics"", ""label"": ""transportHailing"", ""score"": 0.89}, {""text"": ""stockbrokers"", ""label"": ""savingsAndInvestments"", ""score"": 0.86}]","","2025-07-09 12:05:31.503104"
59,"44","guaranty trust pension disbursement for health related service general hospital paid via union bank and deezer subscription and starlink internet services nigeria ltd internet","[{""text"": ""guaranty trust pension"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""health related service"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""general hospital"", ""label"": ""healthActivity"", ""score"": 0.9}, {""text"": ""union bank"", ""label"": ""bankingOrganization"", ""score"": 0.91}, {""text"": ""deezer subscription"", ""label"": ""subscriptions"", ""score"": 0.94}]","","2025-07-09 12:05:31.503105"
60,"45","hulu quickcheck clear essence cali for nia spa wellness resort easy truck wealthbuddy","[{""text"": ""hulu"", ""label"": ""cableTvOrStreaming"", ""score"": 0.93}, {""text"": ""quickcheck"", ""label"": ""loanRepayment"", ""score"": 0.87}, {""text"": ""clear essence"", ""label"": ""healthActivity"", ""score"": 0.89}, {""text"": ""nia spa wellness resort"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.92}, {""text"": ""wealthbuddy"", ""label"": ""savingsAndInvestments"", ""score"": 0.88}]","","2025-07-09 12:05:31.503106"
61,"46","vat alat transfer zenith bank ash","[{""text"": ""vat"", ""label"": ""leviesAndCharges"", ""score"": 0.95}, {""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.9}, {""text"": ""zenith bank"", ""label"": ""bankingOrganization"", ""score"": 0.91}]","","2025-07-09 12:05:31.503107"
62,"47","pos trf ismil","[{""text"": ""pos"", ""label"": ""shopping"", ""score"": 0.85}, {""text"": ""trf"", ""label"": ""transportHailing"", ""score"": 0.8}, {""text"": ""ismil"", ""label"": ""person"", ""score"": 0.87}]","","2025-07-09 12:05:31.503108"
63,"48","microsoft learn payment sportybet for electronics","[{""text"": ""microsoft learn"", ""label"": ""education"", ""score"": 0.94}, {""text"": ""payment"", ""label"": ""shopping"", ""score"": 0.87}, {""text"": ""sportybet"", ""label"": ""bettingOrGambling"", ""score"": 0.9}, {""text"": ""electronics"", ""label"": ""shopping"", ""score"": 0.88}]","","2025-07-09 12:05:31.503109"
64,"63","fidelity pension managers limited paid medical test for spinlet with tizeti network ltd and wema bank","[{""text"": ""fidelity pension managers limited"", ""label"": ""pensions"", ""score"": 0.96}, {""text"": ""medical test"", ""label"": ""healthActivity"", ""score"": 0.88}, {""text"": ""spinlet"", ""label"": ""subscriptions"", ""score"": 0.85}, {""text"": ""tizeti network ltd"", ""label"": ""internetAndTelecom"", ""score"": 0.9}, {""text"": ""wema bank"", ""label"": ""bankingOrganization"", ""score"": 0.91}]","","2025-07-09 12:05:31.503110"
65,"64","alat transfer reversal access bank none","[{""text"": ""alat"", ""label"": ""bankingOrganization"", ""score"": 0.92}, {""text"": ""access bank"", ""label"": ""bankingOrganization"", ""score"": 0.95}]","","2025-07-09 12:05:31.503111"
66,"65","monthly sav fint the bungalow restaurant via bolt and autosave","[{""text"": ""monthly sav"", ""label"": ""savingsAndInvestments"", ""score"": 0.94}, {""text"": ""the bungalow restaurant"", ""label"": ""leisureLifestyleOrRecreation"", ""score"": 0.9}, {""text"": ""bolt"", ""label"": ""transportHailing"", ""score"": 0.88}, {""text"": ""autosave"", ""label"": ""savingsAndInvestments"", ""score"": 0.85}]","","2025-07-09 12:05:31.503113"
