"id","text","createdAt"
32,"Fidelity Pension Managers for health center visit through ALAT, featuring Broadbased Communication Ltd and Pandora.","2025-07-08 22:06:15.433969"
33,"Investment One Pension Managers for specialist hospital stay at access bank, plus airtime for Airtel Nigeria and SoundCloud.","2025-07-08 22:06:15.433970"
34,"Leadway Pensure Pension Fund Custodian payment for emergency room consultation at first bank, coupled with Starlink Internet Services Nigeria Ltd and Napster.","2025-07-08 22:06:15.433971"
35,"Trustfund Pension Plc for clinic visit handled by GTBank, including internet for Tizeti Network Ltd and Google Play Music.","2025-07-08 22:06:15.433972"
36,"AIICO Pension Managers for maternity services via union bank, with airtime for MTN Nigeria and iHeartRadio.","2025-07-08 22:06:15.433973"
37,"UBA Pension Custodian for children’s hospital services at standard chartered, featuring FiberOne Broadband Ltd and Qobuz.","2025-07-08 22:06:15.433975"
38,"Access ARM Pensions Limited for diagnostics center assessment through sterling, along with airtime for Globacom and Boomplay.","2025-07-08 22:06:15.433976"
39,"Cardinal Stone Pensions Limited for pharmacy purchase at wema, combined with airtime for 9mobile and Audiomack.","2025-07-08 22:06:15.433977"
40,"Crusader Sterling Pensions Limited for chemist supplies via ALAT, including internet for ipNX Nigeria Ltd and Mdundo.","2025-07-08 22:06:15.433978"
41,"FCMB Pensions Limited for drugstore items at access bank, and airtime for Airtel Nigeria with Spinlet.","2025-07-08 22:06:15.433979"
42,"Pensions Alliance Limited (PAL Pensions) for meds at first bank, featuring internet for VDT Communications Ltd and NaijaVibes.","2025-07-08 22:06:15.433981"
43,"Premium Pension Limited for prescription refills through GTBank, with airtime for Ntel and UduX.","2025-07-08 22:06:15.433982"
44,"Stanbic IBTC Pension Managers Limited for over-the-counter drugs at union bank, coupled with internet from Ngcom Ltd and Spotify.","2025-07-08 22:06:15.433983"
45,"Guaranty Trust Pension for medication purchase at standard chartered, alongside airtime for Globacom and Apple Music.","2025-07-08 22:06:15.433984"
46,"Sigma Pensions for Rx items through sterling, also with internet from Spectranet and Amazon Music.","2025-07-08 22:06:15.433986"
47,"Zenith Pensions for OTC products at wema, featuring airtime for 9mobile and YouTube Music.","2025-07-08 22:06:15.433987"
48,"First Guarantee Pension Ltd for supplements via ALAT, and internet from Broadbased Communication Ltd with Deezer.","2025-07-08 22:06:15.433988"
49,"Nova Pensions for vitamins at access bank, with airtime for Airtel Nigeria and Tidal.","2025-07-08 22:06:15.433989"
50,"NUPMCO Pensions Limited for pills at first bank, featuring Starlink Internet Services Nigeria Ltd and Pandora.","2025-07-08 22:06:15.433990"
51,"NLPC PFA Limited for capsules through GTBank, including internet for Tizeti Network Ltd and SoundCloud.","2025-07-08 22:06:15.433992"
52,"Norrenberger Pensions Limited for pain relief at union bank, alongside airtime for MTN Nigeria and Napster.","2025-07-08 22:06:15.433993"
53,"NPF Pensions Limited for antibiotics via standard chartered, also with internet from FiberOne Broadband Ltd and Google Play Music.","2025-07-08 22:06:15.433994"
54,"Oak Pensions Limited for injections at sterling, featuring airtime for Globacom and iHeartRadio.","2025-07-08 22:06:15.433995"
55,"PAL Pensions Limited for lab test at wema, with internet from ipNX Nigeria Ltd and Qobuz.","2025-07-08 22:06:15.433997"
56,"Tangerine APT Pensions Limited for diagnostics at ALAT, combined with airtime for 9mobile and Boomplay.","2025-07-08 22:06:15.433998"
57,"Trustfund Pensions Limited for X-ray via access bank, and internet from VDT Communications Ltd with Audiomack.","2025-07-08 22:06:15.433999"
58,"Vesta Pension Limited for scan at first bank, featuring airtime for Airtel Nigeria and Mdundo.","2025-07-08 22:06:15.434000"
59,"retirement fund contribution for MRI at GTBank, with internet for Ngcom Ltd and Spinlet.","2025-07-08 22:06:15.434002"
60,"retiree benefits for bloodwork at union bank, coupled with airtime for Ntel and NaijaVibes.","2025-07-08 22:06:15.434003"
61,"Access Pension Fund Custodian for CT scan handled by standard chartered, alongside internet from Spectranet and UduX.","2025-07-08 22:06:15.434004"
62,"Fidelity Pension Managers for ultrasound through sterling, also with airtime for MTN Nigeria and Spotify.","2025-07-08 22:06:15.434006"
63,"Investment One Pension Managers for medical test at wema, featuring Broadbased Communication Ltd and Apple Music.","2025-07-08 22:06:15.434007"
64,"Leadway Pensure Pension Fund Custodian for covid test via ALAT, with internet for Starlink Internet Services Nigeria Ltd and Amazon Music.","2025-07-08 22:06:15.434008"
65,"Trustfund Pension Plc for PCR test at access bank, combined with airtime for Globacom and YouTube Music.","2025-07-08 22:06:15.434009"
66,"AIICO Pension Managers for HMO checkup at first bank, and internet from Tizeti Network Ltd with Deezer.","2025-07-08 22:06:15.434011"
67,"UBA Pension Custodian for wellness check through GTBank, featuring airtime for 9mobile and Tidal.","2025-07-08 22:06:15.434012"
68,"Access ARM Pensions Limited for health insurance premium via union bank, with internet for FiberOne Broadband Ltd and Pandora.","2025-07-08 22:06:15.434013"
69,"Cardinal Stone Pensions Limited for healthcare plan at standard chartered, coupled with airtime for Airtel Nigeria and SoundCloud.","2025-07-08 22:06:15.434014"
70,"Crusader Sterling Pensions Limited for insurance premium at sterling, alongside internet from ipNX Nigeria Ltd and Napster.","2025-07-08 22:06:15.434016"
71,"FCMB Pensions Limited for medicare payment at wema, also with airtime for Ntel and Google Play Music.","2025-07-08 22:06:15.434017"
72,"Pensions Alliance Limited (PAL Pensions) for medicaid at ALAT, featuring VDT Communications Ltd and iHeartRadio.","2025-07-08 22:06:15.434018"
73,"Premium Pension Limited for premium payment via access bank, with internet for Ngcom Ltd and Qobuz.","2025-07-08 22:06:15.434019"
74,"Stanbic IBTC Pension Managers Limited for general hospital payment at first bank, combined with airtime for MTN Nigeria and Boomplay.","2025-07-08 22:06:15.434021"
75,"Guaranty Trust Pension for teaching hospital services at GTBank, and internet from Cobranet Limited with Audiomack.","2025-07-08 22:06:15.434022"
76,"Sigma Pensions for medical center bill through union bank, featuring airtime for Globacom and Mdundo.","2025-07-08 22:06:15.434023"
77,"Zenith Pensions for health center expenses at standard chartered, with internet for Suburban Broadband Ltd and Spinlet.","2025-07-08 22:06:15.434024"
78,"First Guarantee Pension Ltd for specialist hospital fee via sterling, coupled with airtime for 9mobile and NaijaVibes.","2025-07-08 22:06:15.434026"
79,"Nova Pensions for emergency room charges at wema, alongside internet from Radical Technology Network Ltd and UduX.","2025-07-08 22:06:15.434027"
80,"NUPMCO Pensions Limited for clinic services at ALAT, also with airtime for Airtel Nigeria and Spotify.","2025-07-08 22:06:15.434028"
81,"NLPC PFA Limited for maternity care via access bank, featuring Dotmac Technologies Ltd and Apple Music.","2025-07-08 22:06:15.434029"
82,"Norrenberger Pensions Limited for children’s hospital at first bank, with internet for WirelessNg International Ltd and Amazon Music.","2025-07-08 22:06:15.434030"
83,"NPF Pensions Limited for diagnostics center at GTBank, combined with airtime for Ntel and YouTube Music.","2025-07-08 22:06:15.434032"
84,"Oak Pensions Limited for pharmacy items at union bank, and internet from Smile Communications and Deezer.","2025-07-08 22:06:15.434033"
85,"PAL Pensions Limited for chemist supplies through standard chartered, featuring airtime for MTN Nigeria and Tidal.","2025-07-08 22:06:15.434034"
86,"Tangerine APT Pensions Limited for drugstore purchases via sterling, with internet from Swift Networks and Pandora.","2025-07-08 22:06:15.434035"
87,"Trustfund Pensions Limited for meds at wema, coupled with airtime for Globacom and SoundCloud.","2025-07-08 22:06:15.434036"
88,"Vesta Pension Limited for prescription at ALAT, alongside internet from Cool Link and Napster.","2025-07-08 22:06:15.434038"
89,"retirement for over-the-counter drugs through access bank, also with airtime for 9mobile and Google Play Music.","2025-07-08 22:06:15.434039"
90,"retiree for medication at first bank, featuring airtime for Airtel Nigeria and iHeartRadio.","2025-07-08 22:06:15.434040"
91,"Access Pension Fund Custodian for Rx items at GTBank, with internet for MTN Nigeria and Qobuz.","2025-07-08 22:06:15.434041"
92,"Fidelity Pension Managers for OTC products via union bank, combined with airtime for Globacom and Boomplay.","2025-07-08 22:06:15.434042"
93,"Investment One Pension Managers for supplements at standard chartered, and internet from Airtel Nigeria and Audiomack.","2025-07-08 22:06:15.434044"
94,"Leadway Pensure Pension Fund Custodian for vitamins through sterling, featuring airtime for 9mobile and Mdundo.","2025-07-08 22:06:15.434045"
95,"Trustfund Pension Plc for pills at wema, with internet for Ntel and Spinlet.","2025-07-08 22:06:15.434046"
96,"AIICO Pension Managers for capsules via ALAT, coupled with airtime for Smile Communications and NaijaVibes.","2025-07-08 22:06:15.434047"
97,"UBA Pension Custodian for pain relief at access bank, alongside internet from Spectranet and UduX.","2025-07-08 22:06:15.434049"
98,"Access ARM Pensions Limited for antibiotics at first bank, also with airtime for Globacom and Spotify.","2025-07-08 22:06:15.434055"
99,"Cardinal Stone Pensions Limited for injections through GTBank, featuring FiberOne Broadband Ltd and Apple Music.","2025-07-08 22:06:15.434057"
100,"Crusader Sterling Pensions Limited for lab test at union bank, with internet for ipNX Nigeria Ltd and Amazon Music.","2025-07-08 22:06:15.434058"
101,"FCMB Pensions Limited for diagnostics via standard chartered, combined with airtime for 9mobile and YouTube Music.","2025-07-08 22:06:15.434059"
102,"Pensions Alliance Limited (PAL Pensions) for X-ray at sterling, and internet from Broadbased Communication Ltd with Deezer.","2025-07-08 22:06:15.434060"
103,"Premium Pension Limited for scan at wema, featuring airtime for Airtel Nigeria and Tidal.","2025-07-08 22:06:15.434062"
104,"Stanbic IBTC Pension Managers Limited for MRI via ALAT, with internet for Starlink Internet Services Nigeria Ltd and Pandora.","2025-07-08 22:06:15.434063"
105,"Guaranty Trust Pension for bloodwork at access bank, coupled with airtime for Ntel and SoundCloud.","2025-07-08 22:06:15.434064"
106,"Sigma Pensions for CT scan at first bank, alongside internet from Tizeti Network Ltd and Napster.","2025-07-08 22:06:15.434065"
107,"Zenith Pensions for ultrasound through GTBank, also with airtime for MTN Nigeria and Google Play Music.","2025-07-08 22:06:15.434066"
108,"First Guarantee Pension Ltd for medical test at union bank, featuring FiberOne Broadband Ltd and iHeartRadio.","2025-07-08 22:06:15.434067"
109,"Nova Pensions for covid test via standard chartered, with internet for VDT Communications Ltd and Qobuz.","2025-07-08 22:06:15.434069"
110,"NUPMCO Pensions Limited for PCR test at sterling, combined with airtime for Globacom and Boomplay.","2025-07-08 22:06:15.434070"
111,"NLPC PFA Limited for HMO checkup at wema, and internet from Ngcom Ltd with Audiomack.","2025-07-08 22:06:15.434071"
112,"Norrenberger Pensions Limited for wellness check-up via ALAT, featuring airtime for 9mobile and Mdundo.","2025-07-08 22:06:15.434072"
113,"NPF Pensions Limited for health insurance premium at access bank, with internet for Cobranet Limited and Spinlet.","2025-07-08 22:06:15.434073"
114,"Oak Pensions Limited for healthcare plan at first bank, coupled with airtime for Airtel Nigeria and NaijaVibes.","2025-07-08 22:06:15.434074"
115,"PAL Pensions Limited for insurance premium through GTBank, alongside internet for Suburban Broadband Ltd and UduX.","2025-07-08 22:06:15.434076"
116,"Tangerine APT Pensions Limited for medicare at union bank, also with airtime for Ntel and Spotify.","2025-07-08 22:06:15.434077"
117,"Trustfund Pensions Limited for medicaid via standard chartered, featuring Radical Technology Network Ltd and Apple Music.","2025-07-08 22:06:15.434078"
118,"Vesta Pension Limited for premium payment at sterling, with internet for Dotmac Technologies Ltd and Amazon Music.","2025-07-08 22:06:15.434079"
119,"retiree payment to Access Pension Fund Custodian for general hospital services at wema, including airtime for WirelessNg International Ltd and YouTube Music.","2025-07-08 22:06:15.434080"
120,"Fidelity Pension Managers health insurance premium paid at first bank, internet for Smile Communications, and Spotify subscription.","2025-07-08 22:06:15.434081"
121,"Investment One Pension Managers contribution for diagnostics center services through GTBank, airtime for 9mobile, and Apple Music subscription.","2025-07-08 22:06:15.434083"
122,"Leadway Pensure Pension Fund Custodian withdrawal for specialist hospital bill at union bank, FiberOne Broadband Ltd internet, and Deezer.","2025-07-08 22:06:15.434084"
123,"Trustfund Pension Plc remittance for emergency room visit handled by standard chartered, airtime for Airtel Nigeria, and Pandora music.","2025-07-08 22:06:15.434085"
124,"AIICO Pension Managers disbursement for pharmacy expenses via sterling, Spectranet internet, and SoundCloud listening.","2025-07-08 22:06:15.434086"
125,"UBA Pension Custodian settlement for meds at wema, airtime for Ntel, and Napster subscription.","2025-07-08 22:06:15.434087"
126,"Access ARM Pensions Limited transfer for prescription costs through ALAT, Smile Communications internet, and Google Play Music.","2025-07-08 22:06:15.434089"
127,"Cardinal Stone Pensions Limited payment for supplements at access bank, airtime recharge for MTN Nigeria, and iHeartRadio streaming.","2025-07-08 22:06:15.434090"
128,"Crusader Sterling Pensions Limited for covid test at first bank, internet for FiberOne Broadband Ltd, and Qobuz.","2025-07-08 22:06:15.434091"
129,"FCMB Pensions Limited contribution for x-ray at GTBank, airtime for Globacom, and Boomplay music.","2025-07-08 22:06:15.434092"
130,"Pensions Alliance Limited (PAL Pensions) for scan done at union bank, ipNX Nigeria Ltd internet, and Audiomack.","2025-07-08 22:06:15.434093"
131,"Premium Pension Limited payment for MRI at standard chartered, airtime for 9mobile, and Mdundo.","2025-07-08 22:06:15.434094"
132,"Stanbic IBTC Pension Managers Limited for bloodwork at sterling, Spectranet internet, and Spinlet.","2025-07-08 22:06:15.434096"
133,"Guaranty Trust Pension for CT scan at wema, internet for Broadbased Communication Ltd, and NaijaVibes.","2025-07-08 22:06:15.434097"
134,"Sigma Pensions for ultrasound at ALAT, airtime for Airtel Nigeria, and UduX.","2025-07-08 22:06:15.434098"
135,"Zenith Pensions payment for medical test via access bank, Starlink Internet Services Nigeria Ltd internet, and Spotify Premium.","2025-07-08 22:06:15.434099"
136,"First Guarantee Pension Ltd for wellness check-up at first bank, internet for Tizeti Network Ltd, and YouTube Music.","2025-07-08 22:06:15.434100"
137,"Nova Pensions for HMO checkup through GTBank, airtime for MTN Nigeria, and Amazon Music.","2025-07-08 22:06:15.434101"
138,"NUPMCO Pensions Limited for health insurance premium paid at union bank, internet from Ngcom Ltd, and Deezer subscription.","2025-07-08 22:06:15.434103"
139,"NLPC PFA Limited for medicare copay at standard chartered, airtime for Globacom, and Tidal.","2025-07-08 22:06:15.434104"
140,"Norrenberger Pensions Limited for medicaid payment through sterling, internet for VDT Communications Ltd, and Pandora Radio.","2025-07-08 22:06:15.434105"
141,"NPF Pensions Limited for healthcare plan at wema, airtime for 9mobile, and SoundCloud streaming.","2025-07-08 22:06:15.434106"
142,"Oak Pensions Limited for premium payment via ALAT, internet for Airtel Nigeria, and Napster.","2025-07-08 22:06:15.434107"
143,"PAL Pensions Limited for general hospital visit at access bank, airtime for Ntel, and Google Play Music.","2025-07-08 22:06:15.434108"
144,"Tangerine APT Pensions Limited for tuberculosis treatment at first bank, internet from Smile Communications, and iHeartRadio.","2025-07-08 22:06:15.434110"
145,"Trustfund Pensions Limited for yellow fever vaccine at GTBank, airtime for MTN Nigeria, and Qobuz.","2025-07-08 22:06:15.434111"
146,"Vesta Pension Limited for covid vaccination at union bank, internet from FiberOne Broadband Ltd, and Boomplay.","2025-07-08 22:06:15.434112"
147,"retirement fund withdrawal for general hospital at standard chartered, airtime for Globacom, and Audiomack.","2025-07-08 22:06:15.434113"
148,"retiree benefits for teaching hospital at sterling, internet from Spectranet, and Mdundo.","2025-07-08 22:06:15.434114"
149,"Access Pension Fund Custodian for medical center consultation via wema, airtime for 9mobile, and Spinlet.","2025-07-08 22:06:15.434115"
150,"Fidelity Pension Managers for health center visit through ALAT, Broadbased Communication Ltd internet, and NaijaVibes.","2025-07-08 22:06:15.434117"
151,"Investment One Pension Managers for specialist hospital stay at access bank, airtime for Airtel Nigeria, and UduX.","2025-07-08 22:06:15.434118"
152,"Leadway Pensure Pension Fund Custodian payment for emergency room consultation at first bank, Starlink Internet Services Nigeria Ltd internet, and Spotify.","2025-07-08 22:06:15.434119"
153,"Trustfund Pension Plc for clinic visit handled by GTBank, internet for Tizeti Network Ltd, and Apple Music.","2025-07-08 22:06:15.434120"
154,"AIICO Pension Managers for maternity services via union bank, airtime for MTN Nigeria, and Amazon Music.","2025-07-08 22:06:15.434121"
155,"UBA Pension Custodian for children’s hospital services at standard chartered, FiberOne Broadband Ltd internet, and YouTube Music.","2025-07-08 22:06:15.434122"
156,"Access ARM Pensions Limited for diagnostics center assessment through sterling, airtime for Globacom, and Deezer.","2025-07-08 22:06:15.434124"
157,"Cardinal Stone Pensions Limited for pharmacy purchase at wema, airtime for 9mobile, and Tidal.","2025-07-08 22:06:15.434125"
158,"Crusader Sterling Pensions Limited for chemist supplies via ALAT, internet for ipNX Nigeria Ltd, and Pandora.","2025-07-08 22:06:15.434126"
159,"FCMB Pensions Limited for drugstore items at access bank, airtime for Airtel Nigeria, and SoundCloud.","2025-07-08 22:06:15.434127"
160,"Pensions Alliance Limited (PAL Pensions) for meds at first bank, internet for VDT Communications Ltd, and Napster.","2025-07-08 22:06:15.434128"
161,"Premium Pension Limited for prescription refills through GTBank, airtime for Ntel, and Google Play Music.","2025-07-08 22:06:15.434130"
162,"Stanbic IBTC Pension Managers Limited for over-the-counter drugs at union bank, internet from Ngcom Ltd, and iHeartRadio.","2025-07-08 22:06:15.434131"
163,"Guaranty Trust Pension for medication purchase at standard chartered, airtime for Globacom, and Qobuz.","2025-07-08 22:06:15.434132"
164,"Sigma Pensions for Rx items through sterling, internet from Spectranet, and Boomplay.","2025-07-08 22:06:15.434133"
165,"Zenith Pensions for OTC products at wema, airtime for 9mobile, and Audiomack.","2025-07-08 22:06:15.434134"
166,"First Guarantee Pension Ltd for supplements via ALAT, internet from Broadbased Communication Ltd, and Mdundo.","2025-07-08 22:06:15.434135"
167,"Nova Pensions for vitamins at access bank, airtime for Airtel Nigeria, and Spinlet.","2025-07-08 22:06:15.434137"
168,"NUPMCO Pensions Limited for pills at first bank, Starlink Internet Services Nigeria Ltd internet, and NaijaVibes.","2025-07-08 22:06:15.434138"
169,"NLPC PFA Limited for capsules through GTBank, internet for Tizeti Network Ltd, and UduX.","2025-07-08 22:06:15.434139"
170,"Norrenberger Pensions Limited for pain relief at union bank, airtime for MTN Nigeria, and Spotify.","2025-07-08 22:06:15.434140"
171,"NPF Pensions Limited for antibiotics via standard chartered, internet from FiberOne Broadband Ltd, and Apple Music.","2025-07-08 22:06:15.434141"
172,"Oak Pensions Limited for injections at sterling, airtime for Globacom, and Amazon Music.","2025-07-08 22:06:15.434142"
173,"PAL Pensions Limited for lab test at wema, internet from ipNX Nigeria Ltd, and YouTube Music.","2025-07-08 22:06:15.434144"
174,"Tangerine APT Pensions Limited for diagnostics at ALAT, airtime for 9mobile, and Deezer.","2025-07-08 22:06:15.434145"
175,"Trustfund Pensions Limited for X-ray via access bank, internet from VDT Communications Ltd, and Tidal.","2025-07-08 22:06:15.434146"
176,"Vesta Pension Limited for scan at first bank, airtime for Airtel Nigeria, and Pandora.","2025-07-08 22:06:15.434147"
177,"retirement fund contribution for MRI at GTBank, internet for Ngcom Ltd, and SoundCloud.","2025-07-08 22:06:15.434148"
178,"retiree benefits for bloodwork at union bank, airtime for Ntel, and Napster.","2025-07-08 22:06:15.434149"
179,"Access Pension Fund Custodian for CT scan handled by standard chartered, internet from Spectranet, and Google Play Music.","2025-07-08 22:06:15.434151"
180,"Fidelity Pension Managers for ultrasound through sterling, airtime for MTN Nigeria, and iHeartRadio.","2025-07-08 22:06:15.434152"
181,"Investment One Pension Managers for medical test at wema, Broadbased Communication Ltd internet, and Qobuz.","2025-07-08 22:06:15.434153"
182,"Leadway Pensure Pension Fund Custodian for covid test via ALAT, Starlink Internet Services Nigeria Ltd internet, and Boomplay.","2025-07-08 22:06:15.434163"
183,"Trustfund Pension Plc for PCR test at access bank, airtime for Globacom, and Audiomack.","2025-07-08 22:06:15.434164"
184,"AIICO Pension Managers for HMO checkup at first bank, internet from Tizeti Network Ltd, and Mdundo.","2025-07-08 22:06:15.434166"
185,"UBA Pension Custodian for wellness check through GTBank, airtime for 9mobile, and Spinlet.","2025-07-08 22:06:15.434167"
186,"Access ARM Pensions Limited for health insurance premium via union bank, internet for FiberOne Broadband Ltd, and NaijaVibes.","2025-07-08 22:06:15.434168"
187,"Cardinal Stone Pensions Limited for healthcare plan at standard chartered, airtime for Airtel Nigeria, and UduX.","2025-07-08 22:06:15.434169"
188,"Crusader Sterling Pensions Limited for insurance premium at sterling, internet for ipNX Nigeria Ltd, and Spotify.","2025-07-08 22:06:15.434170"
189,"FCMB Pensions Limited for medicare payment at wema, airtime for Ntel, and Apple Music.","2025-07-08 22:06:15.434172"
190,"Pensions Alliance Limited (PAL Pensions) for medicaid at ALAT, VDT Communications Ltd internet, and Amazon Music.","2025-07-08 22:06:15.434173"
191,"Premium Pension Limited for premium payment via access bank, internet for Ngcom Ltd, and YouTube Music.","2025-07-08 22:06:15.434174"
192,"Stanbic IBTC Pension Managers Limited for general hospital payment at first bank, airtime for MTN Nigeria, and Deezer.","2025-07-08 22:06:15.434175"
193,"Guaranty Trust Pension for teaching hospital services at GTBank, internet from Cobranet Limited, and Tidal.","2025-07-08 22:06:15.434176"
194,"Sigma Pensions for medical center bill through union bank, airtime for Globacom, and Pandora.","2025-07-08 22:06:15.434177"
195,"Zenith Pensions for health center expenses at standard chartered, internet for Suburban Broadband Ltd, and SoundCloud.","2025-07-08 22:06:15.434179"
196,"First Guarantee Pension Ltd for specialist hospital fee via sterling, airtime for 9mobile, and Napster.","2025-07-08 22:06:15.434180"
197,"Nova Pensions for emergency room charges at wema, internet from Radical Technology Network Ltd, and Google Play Music.","2025-07-08 22:06:15.434181"
198,"NUPMCO Pensions Limited for clinic services at ALAT, airtime for Airtel Nigeria, and iHeartRadio.","2025-07-08 22:06:15.434182"
199,"NLPC PFA Limited for maternity care via access bank, Dotmac Technologies Ltd internet, and Qobuz.","2025-07-08 22:06:15.434183"
200,"Norrenberger Pensions Limited for children’s hospital at first bank, internet for WirelessNg International Ltd, and Boomplay.","2025-07-08 22:06:15.434185"
201,"NPF Pensions Limited for diagnostics center at GTBank, airtime for Ntel, and Audiomack.","2025-07-08 22:06:15.434186"
202,"Oak Pensions Limited for pharmacy items at union bank, internet from Smile Communications, and Mdundo.","2025-07-08 22:06:15.434187"
203,"PAL Pensions Limited for chemist supplies through standard chartered, airtime for MTN Nigeria, and Spinlet.","2025-07-08 22:06:15.434188"
204,"Tangerine APT Pensions Limited for drugstore purchases via sterling, internet from Swift Networks, and NaijaVibes.","2025-07-08 22:06:15.434189"
205,"Trustfund Pensions Limited for meds at wema, airtime for Globacom, and UduX.","2025-07-08 22:06:15.434190"
206,"Vesta Pension Limited for prescription at ALAT, internet from Cool Link, and Spotify.","2025-07-08 22:06:15.434192"
207,"retirement for over-the-counter drugs through access bank, airtime for 9mobile, and Apple Music.","2025-07-08 22:06:15.434193"
208,"retiree for medication at first bank, airtime for Airtel Nigeria, and Amazon Music.","2025-07-08 22:06:15.434194"
209,"Access Pension Fund Custodian for Rx items at GTBank, internet for MTN Nigeria, and YouTube Music.","2025-07-08 22:06:15.434195"
210,"Fidelity Pension Managers for OTC products via union bank, airtime for Globacom, and Deezer.","2025-07-08 22:06:15.434196"
211,"Investment One Pension Managers for supplements at standard chartered, internet from Airtel Nigeria, and Tidal.","2025-07-08 22:06:15.434197"
212,"Leadway Pensure Pension Fund Custodian for vitamins through sterling, airtime for 9mobile, and Pandora.","2025-07-08 22:06:15.434199"
213,"Trustfund Pension Plc for pills at wema, internet for Ntel, and SoundCloud.","2025-07-08 22:06:15.434200"
214,"AIICO Pension Managers for capsules via ALAT, airtime for Smile Communications, and Napster.","2025-07-08 22:06:15.434201"
215,"UBA Pension Custodian for pain relief at access bank, internet from Spectranet, and Google Play Music.","2025-07-08 22:06:15.434202"
216,"Access ARM Pensions Limited for antibiotics at first bank, airtime for Globacom, and iHeartRadio.","2025-07-08 22:06:15.434203"
